word	sentence	translation	difficulty_rank
regretter	Je ne veux pas passer le reste de ma vie à le regretter.	I don't want to spend the rest of my life regretting it.	4023
regretter	D'accord ! Tu vas le regretter.	All right! You will be sorry for this.	4023
regretter	Il va regretter ses propres mots.	He will regret his own words.	4023
avril	Je suis née le 3 avril 1950.	I was born on April 3, 1950.	4024
avril	L'école commence le 10 avril.	School begins on April the tenth.	4024
avril	Mai se trouve après avril.	May comes after April.	4024
boue	Son visage a été couvert de boue.	His face was covered with mud.	4025
boue	Il était couvert de boue.	He was covered with mud.	4025
boue	Il était couvert de boue, de la tête aux pieds.	He was covered with mud from head to foot.	4025
pleuré	J'ai pleuré toute la nuit.	I cried all night long.	4026
pleuré	Il a pleuré de joie.	He cried for joy.	4026
pleuré	Le film était si triste que tout le monde a pleuré.	The movie was so sad that everybody cried.	4026
pipi	Je ne peux plus me retenir de faire pipi.	I'm bursting for a pee.	4027
pipi	J'ai fait pipi dans la rue.	I peed on the street.	4027
pipi	Il fait pipi au lit.	He wets his bed.	4027
noté	Pourquoi n'as-tu pas noté les points importants ?	Why didn't you note down the points?	4028
noté	Il l'a noté pour ne pas l'oublier.	He penned it down so as to not forget it.	4028
noté	J'ai noté son numéro de téléphone.	I wrote down his phone number.	4028
numéros	Sur une page était noté une liste de numéros de téléphone.	On the page there was a list of phone numbers.	4028
tv	Je n'ai pas eu le temps de regarder la TV hier.	I didn't have time to watch TV yesterday.	4029
tv	Il regarde la TV.	He is watching TV.	4029
tv	L'influence de la TV sur la société est grande.	The influence of TV on society is great.	4029
cran	Elle était un peu à cran ces derniers temps.	She's been feeling a little on edge recently.	4030
cran	Vous n'avez pas le cran.	You don't have the nerve.	4030
cran	Tu n'as pas le cran.	You don't have the nerve.	4030
échappe	Son nom m'échappe souvent.	Her name often escapes me.	4031
échappe	Je me souviens du visage de l'homme, mais son nom m'échappe.	I remember the man's face but I can't call his name to mind.	4031
échappe	Personne n'échappe à la mort.	Nobody can escape death.	4031
veuille	Je n'ai personne qui veuille voyager avec moi.	I don't have anyone who'd travel with me.	4032
veuille	L'argent est la dernière chose qu'il veuille.	Money is the last thing he wants.	4032
veuille	Je ne doute pas qu'il veuille m'aider.	I don't doubt that he will help me.	4032
vivez	Vivez-vous ici ?	Do you live here?	4033
vivez	Au fait, où vivez-vous ?	By the way, where do you live?	4033
vivez	Depuis combien de temps vivez-vous à Tokyo ?	How long have you been living in Tokyo?	4033
apparence	Il ne faut pas juger une personne à son apparence.	Don't judge a person by his appearance.	4034
apparence	J'ai été trompé par son apparence.	I was deceived by her appearance.	4034
apparence	On ne juge pas un homme sur son apparence.	A man cannot be judged by his appearance.	4034
principe	Il tient pour principe de ne jamais parler des autres en mal.	He makes it a rule never to speak ill of others.	4035
principe	C'est une question de principe.	It's a matter of principle.	4035
principe	Tom a pour principe de ne jamais demander son âge à une femme.	Tom always makes it a rule never to ask a woman her age.	4035
oublies	Tu oublies toujours ton argent.	You always forget your money.	4036
oublies	On les a oubliés.	We forgot them.	4036
oublies	Je ne vous ai jamais oubliés.	I never forgot you.	4036
essentiel	L'exercice est essentiel pour un chien.	Exercise is vital for a dog.	4037
essentiel	Au cours de cet hiver, l'écriture a occupé l'essentiel de mon temps libre.	During that winter, writing occupied most of my free time.	4037
essentiel	L'effort est essentiel à l'étude.	Effort is essential to studying.	4037
quittez	Fermez la porte derrière vous quand vous quittez la pièce.	Close the door after you when you leave the room.	4038
quittez	Ne me quittez pas !	Don't leave me!	4038
quittez	Ne quittez pas.	Hold on.	4038
sortons	Sortons ensemble ce soir.	Let's get together tonight.	4039
sortons	Le contrat est dans la poche, donc sortons fêter ça.	The contract is in the bag, so let's go out and celebrate.	4039
sortons	Sortons du taxi.	Let's get out of the taxi.	4039
gentleman	Je connais ce gentleman.	I know the gentleman.	4041
gentleman	C'est un parfait gentleman.	He is every inch a gentleman.	4041
gentleman	Un gentleman ne ferait pas une chose pareille.	A gentleman wouldn't do such a thing.	4041
gabriel	Gabriel est venu.	Gabriel showed up.	4042
gabriel	Gabriel est sensible.	Gabriel is sensitive.	4042
gabriel	Gabriel a de l'expérience.	Gabriel is experienced.	4042
eaux	Tout ce qui vient de la terre retourne à la terre et ce qui vient des eaux fait retour à la mer.	All that comes from the earth returns to the earth, and what comes from the water returns to the sea.	4043
brise	Il souffle une douce brise.	A gentle wind is blowing.	4045
brise	Ne brise pas un miroir.	Don't break a mirror.	4045
brise	Ne me brise pas le cœur !	Don't break my heart.	4045
verte	Une montagne n'est pas forcément verte.	Mountains are not necessarily green.	4046
verte	L'herbe est toujours plus verte de l'autre côté.	The grass is always greener on the other side.	4046
verte	J'ai entendu dire qu'en Angleterre l'herbe était verte même en hiver.	I hear the grass is green even in the winter in England.	4046
boules	J'ai eu les boules.	My heart sank into my boots.	4047
boules	Vous aimez les boules.	You like balls.	4047
boules	Tu aimes les boules.	You like balls.	4047
canada	Je connais un professeur d'anglais qui vient du Canada.	I know an English teacher who comes from Canada.	4048
canada	J'ai été au Canada quand j'étais jeune.	I went to Canada when I was a child.	4048
canada	L'anglais est parlé au Canada.	English is spoken in Canada.	4048
kevin	Kevin a laissé tomber l'idée d'aller au Canada.	Kevin gave up the idea of going to Canada.	4048
demandent	Les gens me demandent toujours pourquoi je fais ce que je fais.	People always ask me why I do what I do.	4049
demandent	Les enfants me demandent souvent de l'argent.	Children often ask me for money.	4049
demandent	Ils demandent aux parents d'autres enfants.	They ask the parents of other children.	4049
exige	Notre professeur a exigé de nous taire.	Our teacher demanded that we keep quiet.	4050
exige	Ce travail exige de la pratique.	This job calls for practice.	4050
exige	Elle a exigé de voir le responsable.	She demanded to see the manager.	4050
règlement	Nous devrions en finir avec ce règlement.	We should do away with this regulation.	4051
règlement	Les deux pays vont négocier un règlement à la crise.	The two countries will negotiate a settlement to the crisis.	4051
règlement	Ne me faites pas changer ce règlement !	Don't make me change that policy.	4051
francis	Francis, est-ce à toi ?	Francis, is this yours?	4052
francis	Francis, est-ce que c'est à vous ?	Francis, is this yours?	4052
francis	Francis, est-ce le tien ?	Francis, is this yours?	4052
aimable	C'est très aimable à vous de dire cela.	It's very kind of you to say so.	4053
aimable	C'est très aimable à vous de m'inviter.	It is very kind of you to invite me.	4053
aimable	Elle fut assez aimable pour porter mes bagages.	She was kind enough to carry my baggage for me.	4053
habillé	Comme il était habillé en noir, on aurait dit un prêtre.	Since he was dressed in black, he looked like a priest.	4054
habillé	Comme il était habillé en noir, il ressemblait à un prêtre.	Since he was dressed in black, he looked like a priest.	4054
habillé	Comme il était habillé de noir, il ressemblait à un prêtre.	Since he was dressed in black, he looked like a priest.	4054
symbole	Le symbole '&' signifie 'et'.	The sign '&' stands for 'and'.	4055
symbole	La langue est le symbole de l'existence d'une nation.	Language is the symbol of a nation's existence.	4055
symbole	Pouvez-vous me dire ce que ce symbole signifie ?	Can you tell me what this symbol means?	4055
endormi	Je me suis endormi en faisant mes devoirs.	I fell asleep while I was doing my homework.	4056
endormi	Je me suis endormi pendant le cours.	I went to sleep during the lesson.	4056
endormi	Tout le monde était endormi sauf le garçon.	All but the boy were asleep.	4056
marin	Un marin est la plupart du temps en mer.	A sailor is at sea much of the time.	4057
marin	Il a sauvé un marin.	He saved a sailor.	4057
marin	Il est devenu marin.	He became a sailor.	4057
docteurs	Vous êtes docteurs.	You are doctors.	4058
docteurs	Ma sœur a peur de tous les docteurs.	My sister is afraid of all doctors.	4058
docteurs	Les docteurs font le serment de ne blesser personne.	Doctors take an oath not to harm anyone.	4058
adorent	Mes parents m'adorent.	I am loved by my parents.	4059
adorent	Mes enfants adorent les animaux.	My children really like animals.	4059
adorent	Ils adorent faire des fêtes tout le temps.	They love to give parties all the time.	4059
revanche	Nous avons beaucoup de pluie en été mais en revanche, peu en hiver.	We have much rain in summer but on the other hand we have little rain in winter.	4060
revanche	Il a pris sa revanche.	He took revenge.	4060
revanche	Tom ne sait pas nager. En revanche, il est bon au baseball.	Tom can't swim at all. On the other hand, he is a good baseball player.	4060
rarement	Je le vois rarement.	I see it rarely.	4061
rarement	Je vais rarement au cinéma.	I rarely go to the movies.	4061
rarement	J'ai rarement du temps pour lire.	I can seldom find time for reading.	4061
gâteaux	« Aimez-vous les gâteaux ? » « Oui, j’aime ça. »	"""Do you like cake?"" ""Yes, I do."""	4062
gâteaux	Les enfants adorent les gâteaux.	Children are fond of cake.	4062
gâteaux	Elle adore les gâteaux.	She is fond of cake.	4062
parait	Sa mère n'est pas si vieille qu'elle n'y parait.	Her mother is not as old as she looks.	4063
parait	Ça me parait comme s'il a quelque chose à voir avec l'affaire.	It sounds to me as if he has something to do with the matter.	4063
parait	Ce n'est pas ce que ça parait.	It's not what it looks like.	4063
fonce	Fonce !	Go for it!	4064
satellite	La Lune est le seul satellite de la Terre.	The moon is the earth's only satellite.	4065
satellite	La lune de la Terre est un satellite naturel.	The earth's moon is a natural satellite.	4065
satellite	La Lune n'est pas une planète mais un satellite de la Terre.	The Moon isn't a planet, but a satellite of the Earth.	4065
dettes	Il a utilisé l'argent pour payer ses dettes.	He applied the money to the payment of debts.	4066
dettes	Il ne va jamais oublier mes dettes.	He will never forgive my debt.	4066
dettes	En bref, il s'est enfui sans payer ses dettes.	In short, he's run off without paying off his debt.	4066
rembourser	Je dois rembourser la dette.	I must repay the debt.	4067
rembourser	Il m'a promis de rembourser l'argent.	He promised me to pay back the money.	4067
rembourser	La famille est trop pauvre pour rembourser les dettes.	The family is too poor to pay back the debts.	4067
passagers	Pas moins de 50 passagers sont morts.	No fewer than 50 passengers were killed.	4068
passagers	De nombreux passagers ont été blessés dans l'accident.	A number of passengers were injured in the accident.	4068
passagers	Les passagers sont-ils tous à bord ?	Are all passengers on board?	4068
luxe	C'est du luxe pour moi que de prendre un taxi.	Taking a taxi is a luxury for me.	4069
luxe	Voyager est un luxe que je ne peux pas me permettre.	Traveling is a luxury I cannot afford.	4069
luxe	Une télévision était autrefois un luxe.	A television set used to be a luxury.	4069
vallée	Une rivière traverse la longue vallée.	A river runs through the long valley.	4070
vallée	S'il neige sur la montagne, il fait froid dans la vallée.	If it snows on the mountain, it is cold in the valley.	4070
vallée	Sans musique, le monde est une vallée de larmes.	Without music the world is a vale of tears.	4070
médicale	La science médicale est toujours en marche.	Medical science is always on the march.	4071
médicale	Nous avons besoin d'une équipe médicale ici!	We need a medical team here!	4071
médicale	As-tu une assurance médicale ?	Do you have health insurance?	4071
reprend	Il donne d'une main et reprend de l'autre.	He gives with one hand and takes away with the other.	4072
reprend	Notre malade reprend connaissance.	Our patient is regaining consciousness.	4072
reprend	Tom reprend conscience.	Tom is coming to.	4072
transport	Plusieurs milliers de gens n'avaient plus de moyens de transport à cause de l'accident.	Several thousand people were deprived of transportation by the accident.	4073
transport	Quel que soit le moyen de transport, nous devons être là-bas pour sept heures.	However we go, we must get there by seven.	4073
transport	Tom sait comment faire marcher pratiquement n'importe quel moyen de transport.	Tom knows how to operate practically any mode of transportation.	4073
effrayé	Il était très effrayé à la vue de ce gros serpent.	He was very much frightened at the sight of the big snake.	4074
effrayé	Il a été effrayé lorsque le singe lui a sauté dessus.	He was scared when the monkey jumped at him.	4074
effrayé	J'étais très effrayé.	I was terribly frightened.	4074
franc	Je ne pense pas qu'il était franc avec moi.	I don't think he was being straight with me.	4075
franc	Je suis simplement franc.	I'm just being honest.	4075
franc	Tom est très franc.	Tom is quite straightforward.	4075
couronne	Le roi porte toujours une couronne.	The king always wears a crown.	4076
couronne	La fille sur cette image porte une couronne non pas d'or mais de fleurs.	The girl in the picture is wearing a crown not of gold but of flowers.	4076
couronne	La fin couronne l'œuvre.	The end crowns the work.	4076
scientifiques	L'Allemagne a produit beaucoup de scientifiques.	Germany has produced many scientists.	4077
scientifiques	C'est un des plus grands scientifiques au Japon.	He is one of the greatest scientists in Japan.	4077
scientifiques	Un groupe de scientifiques était à bord avec eux.	A party of scientists were on board with them.	4077
chacune	À chacun sa chacune.	Every Jack must have his Jill.	4078
chacune	Chacune d'elles a reçu un cadeau.	They each received a present.	4078
chacune	Je veux que chacune amène ses enfants.	I want everyone to bring their children.	4078
plante	Elle plante des roses dans le jardin.	She's in the garden planting roses.	4079
plante	On ne sait pas grand-chose de cette étrange plante.	Little is known of this curious plant.	4079
plante	Ton lien plante.	Your link isn't working.	4079
menu	Choisis le plat que tu veux dans le menu.	Choose whatever dish you want from the menu.	4080
menu	Pourrais-je avoir le menu, s'il vous plaît ?	May I have the menu, please?	4080
menu	Laissez-moi regarder le menu, s'il vous plaît.	Please let me take a look at the menu.	4080
bonhomme	Tout ce que j'ai besoin de savoir sur la vie, je l'ai appris d'un bonhomme de neige.	All I need to know about life, I learned from a snowman.	4081
bonhomme	Qui a fait le bonhomme de neige ?	Who built the snowman?	4081
bonhomme	S'il neige demain, je ferai un bonhomme de neige.	If it snows tomorrow, I'll build a snowman.	4081
légal	Les enfants ne peuvent pas fumer, ce n'est pas légal.	Children can't smoke; it's not legal.	4082
légal	Un baiser légal ne vaut jamais un baiser volé.	A legal kiss will never equal a stolen one.	4082
légal	Est-ce légal ?	Is this legal?	4082
discute	Je discute souvent avec lui dans le bus.	I often talk to him on the bus.	4083
discute	Cela fait une heure que Tom discute au téléphone.	Tom has been talking on the phone for an hour.	4083
discute	Je pense qu'il est temps que je discute l'affaire avec lui.	I think it's time for me to discuss the matter with him.	4083
bonté	Elle était de toute bonté envers tout le monde.	She was all kindness to everybody.	4084
bonté	Est-ce que la bonté charme plus que la beauté ?	Does goodness charm more than beauty?	4084
bonté	Elle a fait preuve de beaucoup de bonté pour lui.	She has done him many kindnesses.	4084
bières	Deux bières, s'il vous plait.	Two beers, please.	4085
bières	Deux bières, je vous prie !	Two beers, please.	4085
bières	Je ne vais prendre qu'une ou deux bières.	I'll just have one or two beers.	4085
complète	Ce n'était pas une victoire complète.	It was not a complete victory.	4086
complète	La garde-robe d'une femme n'est pas complète sans une petite robe noire.	A woman's wardrobe isn't complete without a little black dress.	4086
complète	Acheter la version complète.	Buy the full version.	4086
avertissement	Tom a tenu compte de mon avertissement.	Tom was mindful of my warning.	4087
avertissement	J'ai reçu l’avertissement que nous devons déménager dans un mois.	I received notification that we must move out in one month.	4087
avertissement	C'est le dernier avertissement qui t'est adressé.	This is your final warning.	4087
acier	Tom doit avoir des nerfs d'acier.	Tom must have nerves of steel.	4088
acier	La porte est en acier.	The door is made of steel.	4088
acier	Une qualité importante de l'acier est sa résistance.	An important quality of steel is its strength.	4088
subir	Père va subir une opération.	Father is going to undergo an operation.	4089
subir	Il devra subir une opération la semaine prochaine.	He will have to undergo an operation next week.	4089
subir	Il doit subir une opération la semaine prochaine.	He has to have an operation next week.	4089
intervention	Tom a décidé de subir l'intervention.	Tom has decided to have the surgery.	4089
sentait	Ça sentait vraiment bon.	It smelled really good.	4090
sentait	Comme il avait travaillé plus longtemps que d'habitude, il se sentait fatigué.	As he had worked longer than usual, he felt tired.	4090
sentait	Il ne se sentait pas de joie.	He was beside himself with joy.	4090
berlin	C'est en 1989 que le mur de Berlin a été abattu.	It was in 1989 that the Berlin Wall was taken down.	4091
berlin	Je vais à Berlin visiter mon ami.	I'm going to Berlin to visit my friend.	4091
berlin	Je vais à Berlin visiter mon amie.	I'm going to Berlin to visit my friend.	4091
nina	Nina habite à Berlin.	Nina lives in Berlin.	4091
nina	Nina vit à Berlin.	Nina lives in Berlin.	4091
plais	Je te plais ?	Do you fancy me?	4092
plais	Tu ne me plais plus.	I don't like you anymore.	4092
plais	Tu me plais.	I like you.	4092
planté	Allez-vous juste rester planté là toute la journée ?	Are you just going to stand there all day?	4093
planté	Elle a planté des roses dans le jardin.	She planted roses in the garden.	4093
planté	Ce sont eux qui ont planté ces arbres.	These trees were planted by them.	4093
branche	Ne casse pas la branche.	Don't break off the branch.	4094
branche	Dans quelle branche travaillez-vous ?	What line of work are you in?	4094
branche	Dans quelle branche travailles-tu ?	What line of work are you in?	4094
puissante	Une nation n'a pas forcément besoin d'être puissante pour être grande.	A nation need not necessarily be powerful to be great.	4095
puissante	Le Japon est devenu une nation puissante.	Japan has become a powerful nation.	4095
puissante	L'Allemagne avait alors une armée puissante.	Germany then had a powerful army.	4095
engagement	C'est un engagement énorme.	It's a huge commitment.	4096
engagement	Le mariage est un engagement.	Marriage is a commitment.	4096
engagement	Le mariage est un engagement à vie.	Marriage is a lifelong commitment.	4096
imaginé	Je n'aurais jamais imaginé te rencontrer ici.	I never imagined meeting you here.	4097
imaginé	Ils ont imaginé un plan après une longue discussion.	They came up with a plan after a long discussion.	4097
imaginé	À peine avaient-ils imaginé de perdre la partie.	Little did they dream of losing the game.	4097
scénario	Il a imaginé un nouveau scénario.	He devised a new scenario.	4097
options	Quelles autres options ai-je ?	What other options do I have?	4098
options	Quelles options avons-nous ?	What choices do we have?	4098
options	Il n'y a pas d'autres options.	There are no other options.	4098
coûté	Ce travail a coûté 100 dollars.	The work cost 100 dollars.	4099
coûté	Cela m'a beaucoup coûté sur le long terme.	That cost me a lot in the long run.	4099
coûté	Combien ces lunettes ont-elles coûté ?	How much were the glasses?	4099
changements	Faites-moi savoir si j'ai besoin de faire des changements.	Let me know if I need to make any changes.	4100
changements	Depuis lors, un grand nombre de changements s'est produit au Japon.	Since then, a great deal of change has occurred in Japan.	4100
changements	Les progrès de la Science ont apporté de grands changements dans nos vies.	The progress of science has brought about great change in our lives.	4100
révéler	Cela peut se révéler bien utile un de ces jours.	This may just come in handy someday.	4101
révéler	Cette expression peut se révéler utile.	This phrase might come in handy.	4101
révéler	Ça pourrait justement se révéler utile, un jour.	This just might come in handy someday.	4101
mesures	Combien mesures-tu ?	How tall are you?	4102
mesures	La justice de ce pays, c'est un peu deux poids deux mesures : il y a la justice des pauvres et la justice des riches.	Justice in this country is a bit of a double standard: there is the justice of the poor and the justice of the rich.	4102
mesures	Quelles sont vos mesures ?	What are your measurements?	4102
contacts	À cause du divorce de ses parents, la fille n'avait que peu de contacts avec son père.	Because the parents divorced, the girl had little contact with the father.	4104
contacts	Elle a peu de contacts avec le père des enfants.	She has little contact with the children's father.	4104
contacts	J'ai ainsi eu, au cours de ma vie, des tas de contacts avec des tas de gens sérieux.	So in my lifetime I've had a lot of contact with many serious people.	4104
bip	Laissez votre message après le bip.	Leave your message after the beep.	4105
bip	Veuillez laisser un message après le bip.	Please leave a message after the beep.	4105
bip	Laissez un message après le bip.	Leave a message after the beep.	4105
cessé	Mon père a cessé de fumer.	My father gave up smoking.	4107
cessé	Pourquoi a-t-il cessé de fumer ?	Why did he stop smoking?	4107
cessé	J'ai cessé de fumer.	I stopped smoking.	4107
fonction	La mer monte et descend en fonction de la situation de la Lune.	The rise and fall of the sea is governed by the moon.	4108
fonction	Vous devriez essayer de vivre en fonction de vos moyens.	You should try to live within your means.	4108
fonction	Et ta fonction de transfert est-elle stable ?	And your transfer function, is it stable?	4108
transfert	Et ta fonction de transfert est-elle stable ?	And your transfer function, is it stable?	4108
donnait	Il leur donnait de la nourriture et de l'argent.	He supplied food and money to them.	4110
donnait	Il donnait d'ordinaire à manger à son chien, de la nourriture pour chien bon marché.	He usually fed his dog cheap dog food.	4110
donnait	Si on lui donnait une autre chance, il ferait de son mieux.	If he were given another chance, he'd do his best.	4110
navrée	Je suis navrée, je n'ai pas pu t'écrire plus tôt.	I'm sorry I couldn't write to you sooner.	4111
navrée	Je suis navrée, je n'ai pas pu vous écrire plus tôt.	I'm sorry I couldn't write to you sooner.	4111
cachée	Tout le monde est une lune et a une face cachée qu'il ne montre à personne.	Everyone is a moon, and has a dark side which he never shows to anybody.	4112
cachée	J'étais cachée.	I was hidden.	4112
cachée	Où l'avez-vous cachée ?	Where did you hide it?	4112
cuir	C'est une ceinture en cuir.	That is a leather belt.	4114
cuir	Un bon cuir se porte des années.	Good leather will wear for years.	4114
cuir	Les chaussures sont faites en cuir.	The shoes are made of leather.	4114
direz	Me direz-vous combien de temps l'avez-vous aimé ?	Will you tell me how long you have loved him?	4115
direz	Me le direz-vous ?	Will you tell me?	4115
direz	J'espère que vous ne direz à personne que vous m'avez vu sortir de cette maison.	I hope you won't tell anyone you saw me leave this house.	4115
goutte	J'ai senti une goutte de pluie sur ma tête.	I felt a drop of rain on my head.	4116
goutte	Je viens de sentir une goutte de pluie.	I just felt a drop of rain.	4116
goutte	C'est une goutte d'eau dans l'océan.	It's a drop in the bucket.	4116
rate	Il ne rate rien.	He doesn't bungle anything.	4117
rate	Ne rate pas le bus.	Don't miss the bus.	4117
rate	Ne rate pas cette occasion.	Don't miss out on this opportunity.	4117
ticket	Je leur ai dit de m'envoyer un autre ticket.	I told them to send me another ticket.	4118
ticket	N'oubliez pas le ticket de caisse.	Don't forget the receipt.	4118
ticket	Puis-je voir votre ticket ?	May I have a look at your ticket?	4118
douter	Douter de soi est le premier signe d'intelligence.	To have doubts about oneself is the first sign of intelligence.	4119
douter	J'aurais dû m'en douter!	I should have known!	4119
douter	Je suis presque tenté de douter de votre amitié.	I am tempted to doubt your friendship.	4119
fédéral	L'Allemagne est un État fédéral.	Germany is a federal state.	4121
fédéral	Nous voyons le Gouvernement Fédéral, tenter de prendre des décisions à la place des gens, qui ont toujours été des décisions que les gens pouvaient toujours prendre par eux-mêmes.	We see the Federal Government trying to make decisions for people that have always been decisions that the people could always make for themselves.	4121
maths	Les maths sont comme l'amour - une idée simple, mais ça peut devenir compliqué.	Math is like love: a simple idea, but it can get complicated.	4122
maths	Ce sont les maths que j'aime le moins.	I like math least of all.	4122
maths	Je n'aime pas les maths, encore moins la physique.	I don't like math, much less physics.	4122
ose	Putain, quel est le connard qui ose m’appeler au milieu de la nuit ! ?	Holy crap, who's the asshole who dares call me in the middle of the night?!	4123
ose	Je n'ose pas lui parler.	I dare not speak to her.	4123
ose	J'ose dire qu'il est innocent.	I dare say he is innocent.	4123
attaques	Personne ne fut blessé lors de ces attaques.	No one was hurt in the attacks.	4124
autoroute	Il est arrivé par l'autoroute.	He came by the freeway.	4125
autoroute	J'ai pris l'autoroute 58.	I took Highway 58.	4125
autoroute	L'autoroute était fermée à cause d'un grave accident.	The motorway was closed because of a major accident.	4125
accuser	À moins que vous n'ayez des preuves, vous ne pouvez pas l'accuser de vol.	You can't accuse him of stealing unless you have proof.	4126
accuser	À moins que vous n'aies des preuves, tu ne peux pas l'accuser de vol.	You can't accuse him of stealing unless you have proof.	4126
accuser	Je n'aurais pas dû l'accuser de voler l'argent.	I shouldn't have accused him of stealing the money.	4126
dealer	Tom est un dealer de drogues.	Tom is a drug dealer.	4127
déposition	Elle est revenue sur sa déposition.	She recanted her testimony.	4128
victoria	Je suis allé à la gare Victoria où j'ai rencontré un vieil ami.	I went to Victoria Station, where I saw an old friend of mine.	4129
victoria	Quand la Reine Victoria est-elle née ?	When was Queen Victoria born?	4129
étonne	Ça m'étonne que Tom ne sache pas chanter au moins une chanson en français.	I'm surprised Tom doesn't know how to sing at least one song in French.	4130
étonne	Plus rien ne m’étonne.	Nothing surprises me anymore.	4130
étonne	Cela ne m'étonne pas.	I'm not surprised by this.	4130
deuil	Tu devrais te débarrasser de ces vêtements de deuil.	You should get rid of these weeds.	4131
deuil	Son deuil était trop profond pour les larmes.	Her grief was too acute for tears.	4131
deuil	John est en deuil.	John grieves.	4131
légère	Les anges peuvent voler parce qu'ils se prennent à la légère.	Angels can fly because they take themselves lightly.	4132
légère	Tu ne dois pas prendre à la légère le conseil de tes parents.	You must take your parents' advice seriously.	4132
légère	Il est tombé une légère pluie hier.	There was a light rain yesterday.	4132
avocate	J'ai besoin d'une bonne avocate.	I need a good lawyer.	4133
avocate	J'ai une avocate.	I have a lawyer.	4133
avocate	Ma femme est avocate.	My wife is a lawyer.	4133
statue	La statue de la liberté est un symbole de l'Amérique.	The Statue of Liberty is the symbol of America.	4134
statue	On dit que cette petite statue est en or pur.	The small statue is said to be made of fine gold.	4134
statue	La statue est sans tête.	The statue has no head.	4134
excellence	On connait par les fleurs l'excellence du fruit.	We know by the flowers the quality of the fruit.	4135
coule	J'ai mal à la gorge et le nez qui coule.	I have a sore throat and runny nose.	4136
coule	La rivière coule doucement vers la mer.	The river flows slowly to the sea.	4136
coule	Le bateau coule.	The ship is sinking.	4136
armés	Ils étaient trois et ils étaient tous armés.	They were three and they were all armed.	4137
armés	Ils sont armés.	They're armed.	4137
armés	J'espère que nous sommes mieux armés que l'ennemi.	I hope we have better weapons than the enemy does.	4137
piqué	Cette idée que nous étions en train de discuter hier en classe a piqué mon intérêt.	That idea we were discussing in class yesterday really piqued my interest.	4138
piqué	Il a piqué une crise.	He went ballistic.	4138
piqué	Elle a piqué une crise lorsque j'ai dit cela.	She went ballistic when I said that.	4138
pères	Bonne fête des pères !	Happy Fathers' Day!	4139
pères	C'est le cadeau parfait pour la fête des Pères.	This is the perfect Father's Day gift.	4139
pères	Qu'as-tu fait pour la Fête des Pères ?	What did you do for Father's day?	4139
basket	Peux-tu faire tourner un ballon de basket sur le bout de ton doigt ?	Can you spin a basketball on your fingertip?	4140
basket	Au basket, il est meilleur que nous tous.	He plays basketball best of us all.	4140
basket	Au basket, il nous bat tous.	He plays basketball best of us all.	4140
michelle	Michelle joue au basket.	Michelle plays basketball.	4140
ô	Ô doux nom de la liberté !	Oh, sweet name of freedom!	4141
ô	Nous l'avons invité et, ô surprise, il n'est pas venu.	We invited him and, lo and behold, he didn't come.	4141
ô	Que tu es belle, ô mon amour, que tu es belle !	Behold thou art fair, O my love, behold thou art fair!	4141
pathétique	Tu as l'air pathétique dans cette tenue.	You look pathetic in that outfit.	4142
pathétique	Tu es vraiment pathétique.	You really are pathetic.	4142
pathétique	Fous-moi juste la paix ! Tu es pathétique !	Just leave me alone. You're pathetic.	4142
x	X marque l'endroit.	X marks the spot.	4143
x	X indique le lieu.	X marks the spot.	4143
x	Pour une raison X ou Y, on semble perdre des clients.	For some reason, we seem to be losing customers.	4143
journalistes	Le scandale politique a été mis au jour par deux journalistes.	The political scandal was brought to light by two journalists.	4144
journalistes	Il est inutile d'essayer de garder des secrets pour les journalistes.	It's no use trying to keep secrets from journalists.	4144
journalistes	Nous sommes journalistes.	We're journalists.	4144
remarquer	Il est forcé de remarquer votre erreur.	He's bound to notice your mistake.	4145
remarquer	Elle fut la première à le remarquer.	She was the first one to pay attention to him.	4145
remarquer	Elle a été la première à le remarquer.	She was the first one to pay attention to him.	4145
innocente	Je crois, sans l'ombre d'un doute, qu'elle est innocente.	I believe beyond doubt that she is innocent.	4146
innocente	Je suis innocente.	I'm innocent.	4146
innocente	Tom croit que Marie est innocente.	Tom believes that Mary is innocent.	4146
fichiers	Dis-moi où envoyer les fichiers.	Tell me where to send the files.	4147
fichiers	Dites-moi où envoyer les fichiers.	Tell me where to send the files.	4147
fichiers	Je ne peux pas vous envoyer tous les fichiers en même temps.	I can't send you all the files at the same time.	4147
casque	On doit mettre un casque pour se protéger la tête.	One has to put on a helmet to protect the head.	4148
casque	Il est dangereux de rouler sans casque à moto.	It is dangerous to ride a motorbike without a helmet.	4148
casque	Tu as mon casque.	You've got my helmet.	4148
ruiné	Le scandale a presque ruiné sa carrière.	The scandal nearly wrecked her career.	4149
ruiné	Il est ruiné.	He's broke.	4149
ruiné	Je me suis tellement ruiné, la nuit dernière.	I got so wasted last night.	4149
mené	Ses ennuis l'ont mené à boire.	His troubles led him to drink.	4150
mené	Ce projet n'a mené à rien.	That plan came to nothing.	4150
mené	Je l'ai mené par la main.	I led him by the hand.	4150
v	C'est un V.I.P. et nous devons le traiter comme tel.	He is a VIP and we must treat him as such.	4151
i	C'est un V.I.P. et nous devons le traiter comme tel.	He is a VIP and we must treat him as such.	4151
p	C'est un V.I.P. et nous devons le traiter comme tel.	He is a VIP and we must treat him as such.	4151
v	Ton C.V. est très impressionnant.	Your resume is very impressive.	4151
