rank	word	pos	en
5187	răcit	adj	chilled, cooled
5188	insultat	adj	insulted
5189	populară	adj	indefinite feminine nominative/accusative singular of popular
5190	audio	adj	audio
5191	militari	noun	plural of militar
5192	consideram	verb	first-person singular/plural imperfect indicative of considera
5193	restaurante	noun	indefinite nominative/accusative/genitive/dative plural of restaurant
5194	tipar	noun	print, printing
5195	răscumpărare	noun	redemption
5196	sushi	noun	sushi
5197	onorabil	adj	honorable
5198	lupii	noun	definite nominative/accusative plural of lup
5199	japonezi	noun	plural of japonez
5200	pompier	noun	fireman, firefighter
5201	gălăgie	noun	noise, din, racket, uproar, hubbub
5202	hotărâre	noun	decision, determination, resolution
5203	tumoare	noun	tumor
5204	enervez	verb	first-person singular present indicative/subjunctive of enerva
5205	deces	noun	cessation of life, death (of a person)
5206	hobby	noun	hobby
5207	steag	noun	flag
5208	alergic	adj	allergic
5209	vântului	noun	definite genitive/dative singular of vânt
5210	ruj	noun	lipstick
5211	sinucide	verb	to commit suicide
5212	brânza	noun	definite nominative/accusative singular of brânză
5213	tulburat	adj	turbid
5214	calculat	adj	calculated, prudent (of people and human behaviour)
5215	ierusalim	name	Jerusalem
5216	rang	noun	rank
5217	afirma	verb	to affirm
5218	procedat	verb	past participle of proceda
5219	maică-sa	contraction	contraction of maică + sa his or her mother
5220	minore	adj	minor
5221	butoi	noun	barrel (a wood, plastic or metallic container)
5222	aduni	verb	second-person singular present indicative/subjunctive of aduna
5223	hit	noun	hit (a success, especially in the entertainment industry)
5224	vodcă	noun	vodka
5225	falit	noun	bankrupt
5226	rate	noun	indefinite nominative/accusative/genitive/dative plural
5227	atare	adj	such
5228	caci	verb	second-person singular present indicative/subjunctive of căca
5229	adaug	verb	first-person singular present indicative/subjunctive of adăuga
5230	catolic	adj	Catholic
5231	homosexuali	adj	masculine plural of homosexual
5232	creezi	verb	second-person singular present indicative/subjunctive of crea
5233	sperma	noun	definite nominative/accusative singular of spermă
5234	baba	noun	definite singular of babă
5235	supradoză	noun	overdose
5236	mâinii	noun	definite dative/genitive singular of mână
5237	zidurile	name	a village in Mozăceni, Argeș County, Romania
5238	pitic	noun	dwarf
5239	dânsul	pron	he
5240	juri	verb	second-person singular present indicative/subjunctive of jura
5241	romane	noun	plural of roman novels
5242	servitor	noun	servant, attendant, domestic, retainer, manservant
5243	regi	noun	indefinite nominative/accusative/genitive/dative plural of rege
5244	problemei	noun	definite genitive/dative singular of problemă
5245	republica	verb	to republish
5246	inversă	adj	indefinite feminine nominative/accusative singular of invers
5247	de-ale	contraction	contraction of de + ale
5248	gangster	noun	gangster
5249	spaniol	adj	Spanish
5250	poimâine	adv	day after tomorrow
5251	high	adj	high (intoxicated)
5252	precizie	noun	precision; exactitude
5253	portland	noun	Portland cement
5254	imbecil	adj	feeble-minded
5255	capitală	noun	capital city
5256	sfârșit	noun	end
5257	cult	noun	cult
5258	vulcan	noun	volcano
5259	fax	noun	fax
5260	pachete	noun	plural of pachet
5261	subtil	adj	subtle
5262	nazist	noun	Nazi
5263	optimist	adj	optimistic
5264	casete	noun	plural of casetă
5265	umflat	adj	inflated, swelled
5266	nemuritor	adj	immortal, deathless, undying, eternal
5267	urină	noun	urine
5268	sculă	noun	tool, instrument
5269	duel	noun	duel
5270	roată	noun	wheel
5271	durată	noun	duration
5272	britanice	noun	indefinite nominative/accusative plural
5273	intim	adj	intimate
5274	ăsteia	det	genitive/dative feminine singular of ăsta
5275	relaxa	verb	to relax
5276	unde-mi	contraction	contraction of unde + îmi
5277	zgârietură	noun	scratch
5278	largă	adj	indefinite feminine nominative/accusative singular of larg
5279	largul	name	a river in Hunedoara, Romania, tributary to the Izvorul
5280	războaie	noun	plural of război
5281	baterie	noun	battery
5282	dezintoxicare	noun	detoxification
5283	veterinar	adj	veterinary
5284	cuplat	adj	coupled
5285	șef	noun	chief, boss
5286	suplimentar	adj	additional
5287	psihologic	adj	psychological
5288	fecioară	noun	virgin, maiden
5289	gândești	verb	second-person singular present indicative/subjunctive of gândi
5290	scanare	noun	scan
5291	telegramă	noun	telegram
5292	jet	noun	jet (of a gas of liquid)
5293	strat	noun	layer; section, strip
5294	bătută	noun	schnitzel
5295	nemernici	verb	to wander around
5296	lunetist	noun	sniper
5297	intern	adj	internal
5298	coarne	noun	plural of corn
5299	orfan	adj	orphan, orphaned
5300	roboti	verb	to toil
5301	pătrat	adj	quadratic
5302	regizor	noun	film director
5303	persoanelor	noun	definite genitive/dative plural
5304	parada	verb	to parade
5305	abate	verb	to stray (often figuratively in a moral sense), derogate, deviate, divert from, digress
5306	bunătate	noun	kindness, goodness, benevolence, kindliness, benignity
5307	dansator	noun	dancer
5308	pact	noun	pact
5309	faptă	noun	deed, action, doing
5310	eventualitate	noun	eventuality
5311	karate	noun	karate
5312	genetică	adj	nominative/accusative feminine singular of genetic
5313	gimnastică	noun	gymnastics
5314	argument	noun	argument
5315	întrucât	conj	because, seeing that
5316	fluture	noun	butterfly
5317	orgasm	noun	orgasm
5318	prezervativ	adj	prophylactic (disease-preventing)
5319	mass-media	noun	mass media
5320	scut	noun	shield
5321	exclus	adj	excluded
5322	sângerezi	verb	second-person singular present indicative/subjunctive of sângera
5323	scuipat	noun	spitting
5324	penal	adj	penal
5325	strop	noun	drop; droplet (of liquid)
5326	rusă	adj	nominative/accusative feminine singular of rus
5327	concentrare	noun	concentration
5328	congres	noun	congress
5329	într-acolo	contraction	contraction of între + acolo
5330	orbi	verb	to blind, deprive of sight
5331	terapeut	noun	therapeutist
5332	rechini	noun	plural of rechin
5333	croazieră	noun	cruise
5334	amărât	adj	sad, downcast, poor (to be pitied)
5335	supune	verb	to subject to, subdue, subjugate, force, oblige, coerce
5336	neoficial	adj	unofficial
5337	tutun	noun	tobacco; type of tobacco
5338	lăudat	adj	praised
5339	păcăli	verb	to fool, trick; to outsmart
5340	maxwell	noun	maxwell
5341	fundal	noun	background
5342	amiral	noun	admiral
5343	amuzante	adj	indefinite genitive/dative feminine singular of amuzant
5344	insule	noun	plural of insulă
5345	certificat	noun	certificate (document containing a certified statement)
5346	cățea	noun	female dog; bitch
5347	calde	adj	nominative/accusative feminine/neuter plural of cald
5348	calmez	verb	first-person singular present indicative/subjunctive of calma
5349	regulilor	noun	definite genitive/dative plural
5350	îngrijit	verb	past participle of îngriji
5351	minți	verb	to lie (tell an untruth)
5352	lansa	verb	to pitch; to launch
5353	distram	verb	first-person singular/plural imperfect indicative of distra
5354	farmec	noun	magic spell, charm
5355	cauze	noun	plural; genitive/dative singular
5356	refugiu	noun	harbor, refuge, sanctuary
5357	sapă	noun	hoe; mattock
5358	certitudine	noun	certainty
5359	examinat	adj	examined
5360	consult	noun	consultation
5361	alcoolic	adj	alcoholic
5362	exist	verb	first-person singular present indicative of exista: I exist
5363	bărbați	noun	plural of bărbat; men
5364	contat	verb	past participle of conta
5365	gazdă	noun	host
5366	imobiliar	adj	real estate
5367	morfină	noun	morphine
5368	diplomă	noun	diploma
5369	escortă	noun	escort
5370	nat	noun	person, individual
5371	vârcolac	noun	werewolf
5372	celular	noun	cellphone
5373	mizerabilă	noun	female equivalent of mizerabil
5374	nicidecum	adv	not in the least, not at all
5375	gustat	adj	tasty, appreciated
5376	interzice	verb	to prohibit, to ban, to forbid
5377	muzicală	adj	indefinite feminine nominative/accusative singular of muzical
5378	strigi	verb	second-person singular present indicative/subjunctive of striga
5379	limitat	adj	limited
5380	satului	noun	definite genitive/dative singular of sat
5381	confort	noun	cosiness
5382	spermă	noun	semen; sperm
5383	emis	adj	emitted
5384	tocilar	noun	knifegrinder (person who sharpens knives)
5385	justifica	verb	to justify
5386	nobilă	noun	female equivalent of nobil
5387	spitale	noun	plural of spital
5388	fostă	adj	nominative/accusative feminine singular of fost (“former”)
5389	dealuri	noun	plural of deal
5390	bănuială	noun	suspicion
5391	numeri	verb	second-person singular present indicative/subjunctive of număra
5392	corabia	name	a city in Olt County, Romania
5393	amar	adj	bitter, rancid; bitter, rude
5394	nevoi	verb	to leave no choice, to require, to force (someone)
5395	alunga	verb	to drive away
5396	glonte	noun	bullet
5397	aruncare	noun	throw, the act of throwing
5398	neglijent	adj	negligent
5399	tatuajul	noun	definite nominative/accusative singular of tatuaj
5400	închidere	noun	closing; act or incidence of closing
5401	distrage	verb	to divert; to divert attention from, distract
5402	topit	adj	melted
5403	taxă	noun	tax
5404	teorii	noun	indefinite nominative/accusative/genitive/dative plural
5405	menit	adj	designed
5406	antică	noun	antique
5407	săgeată	noun	arrow; arrowhead (plant, Sagittaria sagittifolia)
5408	editor	noun	editor
5409	rușine	noun	shame, disgrace
5410	psihic	adj	psychic
5411	ordona	verb	to give an order or command
5412	bancheta	verb	to participate in a banquet
5413	sesiune	noun	session; stint
5414	păduri	noun	plural of pădure
5415	instantaneu	adj	instantaneous
5416	arsa	name	a village in Albești, Constanța County, Romania
5417	calculatoare	noun	plural of calculator
5418	suedia	name	Sweden (a country in Scandinavia in Northern Europe)
5419	mirosit	noun	smelling
5420	ciclu	noun	cycle
5421	posturi	noun	plural of post
5422	corabie	noun	ship, sailing vessel
5423	inocent	adj	innocent
5424	raid	noun	raid
5425	tatuaje	noun	plural of tatuaj
5426	oală	noun	pot (cooking vessel), saucepan
5427	fidel	adj	loyal
5428	norii	noun	definite nominative plural of nor: the clouds
5429	stăpâni	verb	to master (to be a master)
5430	chili	verb	to file
5431	cazinou	noun	casino
5432	îndepărta	verb	to estrange from, distance from; to move off/away from
5433	concura	verb	to compete
5434	vizor	noun	viewfinder; peephole
5435	sentimental	adj	sentimental
5436	baron	noun	baron
5437	frontieră	noun	frontier
5438	ignori	verb	second-person singular present indicative/subjunctive of ignora
5439	tratam	verb	first-person singular/plural imperfect indicative of trata
5440	religioasă	adj	indefinite nominative/accusative feminine singular of religios
5441	pompa	verb	to pump
5442	scriem	verb	first-person plural present indicative/subjunctive of scrie
5443	aspru	adj	rough, coarse; severe, harsh
5444	obsedată	noun	female equivalent of obsedat
5445	birouri	noun	plural of birou
5446	sălbăticie	noun	wildness; cruelty, barbarity, beastliness
5447	spartă	adj	feminine singular of spart
5448	comite	verb	to commit; to perpetrate
5449	mintă	noun	mint (plant)
5450	rulotă	noun	trailer
5451	cercuri	noun	plural of cerc
5452	găleată	noun	bucket, pail; bucketful, pailful
5453	orbit	adj	blinded
5454	admite	verb	to admit; to allow, permit
5455	turma	noun	definite nominative/accusative singular of turmă (“herd”)
5456	diagnostic	noun	diagnosis; diagnostic
5457	discută	verb	third-person singular/plural present indicative of discuta: he/she discusses, they discuss
5458	localiza	verb	to locate
5459	guma	verb	to gum
5460	circuit	noun	circuit
5461	jude	noun	In the old Romanian principalities
5462	mira	verb	to wonder; to be astounded, amazed, surprised
5463	iubește	verb	third-person singular present indicative of iubi: he/she loves
5464	însuși	pron	himself, itself
5465	bănuit	adj	suspect
5466	arcul	noun	definite nominative/accusative singular of arc
5467	eticheta	verb	to label
5468	doreai	verb	second-person singular imperfect indicative of dori
5469	motoare	noun	plural of motor
5470	cusut	verb	past participle of coase
5471	celebra	verb	to celebrate, solemnize (a marriage)
5472	principii	noun	plural of principiu
5473	mingi	noun	plural of minge (“balls”)
5474	realizare	noun	achievement
5475	gândaci	noun	plural of gândac
5476	consumat	adj	consumed
5477	ursi	verb	to hatch (a plot), devise, brew, plot
5478	coperta	verb	to bind (a book)
5479	supravegheat	adj	supervised
5480	inofensiv	adj	harmless, innocuous
5481	acuzată	noun	female equivalent of acuzat
5482	gândac	noun	beetle; cockroach
5483	muzician	noun	musician
5484	câinelui	noun	definite genitive/dative singular of câine
5485	manipulat	verb	past participle of manipula
5486	valiză	noun	suitcase
5487	cor	noun	choir (group of singers)
5488	chel	adj	bald
5489	iluzii	noun	genitive/dative indefinite singular
5490	negocia	verb	to negotiate
5491	spray	noun	spray
5492	numite	adj	feminine/neuter plural of numit
5493	dealer	noun	dealer
5494	circul	verb	first-person singular present indicative/subjunctive of circula
5495	mini	adj	mini
5496	scolar	adj	schoolboy
5497	tâmpită	noun	female equivalent of tâmpit
5498	mâncând	verb	gerund of mânca (“eating”)
5499	operat	adj	operated
5500	vestiar	noun	dressing room
5501	pasionat	adj	passionate
5502	utiliza	verb	to use; to utilize
5503	domnii	noun	definite nominative/accusative plural of domn
5504	cincilea	adj	fifth
5505	tipilor	noun	definite genitive/dative plural
5506	vindecare	noun	recovery, healing
5507	pis	intj	call used for cats
5508	protocol	noun	protocol
5509	mergeau	verb	third-person plural imperfect indicative of merge
5510	reface	verb	to redo
5511	liniște	noun	silence, calm, quiet
5512	elită	noun	elite
5513	rufe	noun	indefinite genitive/dative singular
5514	orei	noun	definite dative/genitive singular of oră
5515	relevant	adj	relevant; distinctive
5516	prezervative	noun	plural of prezervativ
5517	striptease	noun	striptease
5518	certa	verb	to quarrel, squabble, argue, altercate, row, argufy, wrangle, fall out with someone
5519	teribile	adj	terrible; terrific
5520	relativ	adj	relative
5521	filma	verb	to film
5522	patrulă	noun	patrol
5523	golit	adj	devoid, empty
5524	sârmă	noun	wire; a Moldavian
5525	cască	noun	helmet; hard hat
5526	dramă	noun	drama
5527	testare	noun	testing
5528	țara	noun	definite nominative/accusative singular of țară
5529	strângere	noun	grasp; tightening, fastening
5530	fraieri	verb	to cheat, to trick, to deceive
5531	încărcătură	noun	load; charge
5532	sarea	noun	definite nominative/accusative singular of sare
5533	protector	adj	protective
5534	jura	verb	to swear; to vow
5535	blocaj	noun	jam; ballast (Coarse gravel or similar material laid to form a bed for roads or railroads.)
5536	copia	verb	to copy; to cheat on a test
5537	făcuse	verb	third-person singular pluperfect indicative of face
5538	îngropa	verb	to bury
5539	cucoană	noun	lady, madam
5540	sediu	noun	headquarters (of a company)
5541	palme	noun	plural of palmă
5542	autentic	adj	authentic
5543	ferm	adj	firm
5544	country	adj	country (music)
5545	permisiune	noun	permission, consent, leave
5546	blugi	noun	jeans
5547	înfuriat	adj	infuriated
5548	cuceri	verb	to conquer
5549	morți	adj	nominative/accusative masculine plural of mort
5550	înscenare	noun	staging
5551	rasist	noun	racist
5552	implora	verb	to implore
5553	investiga	verb	to investigate, to examine
5554	sinceritate	noun	sincerity; confession
5555	patrulare	noun	patrol
5556	paradă	noun	parade
5557	usturoi	noun	garlic (plant)
5558	nod	noun	knot
5559	gripă	noun	influenza; a cold
5560	dealul	noun	definite nominative/accusative singular of deal
5561	divizie	noun	division
5562	respectiv	adj	respectively
5563	pom	noun	fruit tree; Tree
5564	obraz	noun	countenance; cheek
5565	egali	noun	indefinite plural of egal
5566	plantă	noun	plant
5567	noduri	noun	plural of nod
5568	livra	verb	to deliver
5569	leul	noun	definite nominative/accusative singular of leu
5570	liliac	noun	lilac
5571	tărie	noun	force; spirit (alcohol)
5572	atractiv	adj	attractive
5573	rezuma	verb	to summarize
5574	albii	adj	definite nominative/accusative masculine plural of alb (“white”)
5575	supere	verb	third-person singular/plural present subjunctive of supăra
5576	progresul	noun	definite nominative/accusative singular of progres
5577	citim	verb	first-person plural present indicative/subjunctive of citi
5578	ți-ai	contraction	contraction of îți + ai
5579	catolică	noun	female equivalent of catolic
5580	umil	adj	humble, meek, lowly
5581	negat	verb	past participle of nega
5582	invitam	verb	first-person singular/plural imperfect indicative of invita
5583	legitima	verb	to legitimize
5584	armei	noun	definite genitive/dative singular of armă
5585	decenii	noun	plural of deceniu
5586	exclusiv	adj	exclusive
5587	regim	noun	regime
5588	sting	verb	first-person singular present indicative/subjunctive
5589	donator	noun	donor
5590	pătrunde	verb	to penetrate, permeate, pervade
5591	zburătoare	noun	female equivalent of zburător
5592	sonor	adj	sonorous
5593	pânză	noun	cloth; sail
5594	introduce	verb	to insert; to establish, enact
5595	britanică	noun	female equivalent of britanic
5596	oricărei	det	genitive/dative feminine singular of oricare
5597	invazie	noun	invasion
5598	schi	noun	ski
5599	viena	name	Vienna (the capital city of Austria)
5600	poseda	verb	to own
5601	calibru	noun	caliber
5602	organizam	verb	first-person singular/plural imperfect indicative of organiza
5603	leagăn	noun	cradle; swing
5604	lumânare	noun	candle
5605	încetini	verb	to slow down, decelerate
5606	problemelor	noun	definite genitive/dative plural
5607	tancuri	noun	indefinite nominative/accusative/genitive/dative plural of tanc
5608	delict	noun	crime
5609	far	noun	lighthouse; beacon
5610	obiceiuri	noun	plural of obicei
5611	adaugă	verb	third-person singular/plural present indicative
5612	formare	noun	formation
5613	constantă	noun	constant
5614	atrăgător	adj	attractive
5615	lichior	noun	liqueur
5616	cică	adv	supposedly
5617	teapa	noun	definite singular nominative/accusative of teapă
5618	alimentară	noun	state-owned, Communist-era grocery shop
5619	aplicat	adj	applied
5620	economii	noun	plural of economie
5621	exprimat	adj	expressed
5622	devotat	adj	devoted
5623	începusem	verb	first-person singular pluperfect indicative of începe
5624	capac	noun	lid; a slap
5625	îngrijorare	noun	concern
5626	vedeți	verb	second-person plural present indicative of vedea
5627	trase	verb	third-person singular simple perfect indicative of trage
5628	roșu	adj	red
5629	însămi	pron	myself
5630	educat	adj	educated
5631	insignă	noun	badge
5632	comunicat	verb	past participle of comunica
5633	râpă	noun	ravine, precipice
5634	curea	noun	belt (clothing)
5635	indicat	adj	indicated
5636	lila	adj	lilac (color/colour)
5637	destinat	adj	established, determined
5638	imita	verb	to imitate
5639	inacceptabil	adj	unacceptable
5640	raporta	verb	to report
5641	abel	name	a male given name from Hebrew, equivalent to English Abel
5642	incantat	adj	bewitched
5643	nepot	noun	grandson; nephew
5644	flotă	noun	fleet; navy
5645	structură	noun	structure
5646	prezis	adj	predicted
5647	boxer	noun	boxer (participant in a boxing match)
5648	io	adv	where
5649	globul	noun	globule
5650	expune	verb	to exhibit, to lay out, to expose, to make known
5651	jură	verb	third-person singular simple perfect indicative of jura
5652	testam	verb	first-person singular/plural imperfect indicative of testa
5653	bijuterie	noun	jewel (valuable object for ornamentation)
5654	prudent	adj	prudent
5655	labirint	noun	labyrinth
5656	drepturilor	noun	definite genitive/dative plural
5657	dame	noun	indefinite plural
5658	mestecat	adj	chewed
5659	microunde	noun	plural of microundă
5660	v-ați	contraction	contraction of vă + ați
5661	amsterdam	name	Amsterdam
5662	sms	noun	SMS; text message (a text message sent on a cell phone)
5663	întinsă	adj	feminine singular nominative/accusative of întins
5664	vag	adj	vague
5665	clopot	noun	bell (metallic resonating object)
5666	blocare	noun	locking
5667	pin	noun	pine
5668	pluton	noun	pluton (rock)
5669	închipuit	adj	imaginary
5670	culturi	noun	plural of cultură
5671	altitudine	noun	altitude
5672	decolare	noun	takeoff
5673	sacrifica	verb	to sacrifice
5674	britanici	adj	masculine plural of britanic
5675	expertul	noun	definite nominative/accusative singular of expert
5676	pulover	noun	sweatshirt
5677	paralizat	adj	paralyzed
5678	toamnă	noun	autumn
5679	misterioase	adj	nominative/accusative feminine/neuter plural of misterios
5680	trofeu	noun	trophy
5681	minoră	adj	indefinite feminine nominative/accusative singular of minor
5682	lipsească	verb	third-person singular/plural present subjunctive of lipsi
5683	spațiu	noun	space (intervening contents of a volume)
5684	sindicat	noun	union
5685	focurile	noun	definite nominative/accusative plural of foc
5686	călugăr	noun	monk, friar
5687	doborî	verb	to knock down, fell
5688	delicioase	adj	nominative/accusative feminine/neuter plural of delicios
5689	malefic	adj	maleficent, malevolent, fatal, harmful
5690	cip	noun	chip
5691	retardat	adj	retarded
5692	întrece	verb	to exceed; to surpass, overtake
5693	sărute	verb	subjunctive present third-person singular of săruta
5694	vrăji	verb	to bewitch, enchant
5695	lacului	noun	definite genitive/dative singular of lac
5696	bucluc	noun	trouble
5697	pictor	noun	painter (artist)
5698	litera	verb	to letter
5699	veselă	noun	crockery, dishes, dishware
5700	falsificat	adj	falsified
5701	onest	adj	honest
5702	dap	intj	yep, yup (informal form of da “yes”)
5703	persoanei	noun	definite dative/genitive singular of persoană
5704	dintr-odată	contraction	contraction of din + odată
5705	putred	adj	putrid, rotten; corrupt
5706	pădurile	name	a river in Buzău, Romania, tributary to the Mociaru
5707	canalizare	noun	sewerage
5708	tolera	verb	to tolerate
5709	așteptat	noun	waiting
5710	prime	adj	nominative/accusative feminine/neuter plural of prim
5711	revolta	verb	to revolt
5712	jenat	adj	embarrassed
5713	iubite	adj	nominative/accusative feminine/neuter plural of iubit (“loved”)
5714	teroare	noun	terror
5715	interpretat	adj	interpreted
5716	strălucit	adj	brilliant
5717	înec	verb	first-person singular present indicative/subjunctive of îneca
5718	recomandare	noun	recommandation
5719	platformă	noun	platform
5720	profesionistă	noun	female equivalent of profesionist
5721	cooperare	noun	cooperation
5722	dezamăgire	noun	disappointment (emotion)
5723	începuse	verb	third-person singular pluperfect indicative of începe
5724	consolare	noun	consolation
5725	bridge	noun	bridge (card game)
5726	pădurii	noun	definite genitive/dative singular of pădure
5727	confirmare	noun	confirmation
5728	canale	noun	garden balsam (Impatiens balsamina)
5729	creion	noun	pencil
5730	monitor	noun	monitor
5731	interveni	verb	to intervene; to interfere
5732	camerelor	noun	definite genitive/dative plural
5733	instruit	adj	instructed, educated
5734	panou	noun	panel
5735	laptop	noun	laptop
5736	explozibil	adj	explosible
5737	altui	det	genitive/dative masculine/neuter plural of alt
5738	inclus	adj	included
5739	dansând	verb	gerund of dansa (“to dance”)
5740	arse	adj	genitive/dative feminine singular
5741	supermarket	noun	supermarket
5742	arhitect	noun	architect; creator, architect, planner
5743	adolescentă	noun	female equivalent of adolescent
5744	efectua	verb	to carry out, to fulfill
5745	concept	noun	concept
5746	adineauri	adv	just now, a moment ago, not long ago
5747	petrecerii	noun	definite dative/genitive singular of petrecere
5748	alții	pron	nominative/accusative masculine plural of altul
5749	îs	verb	first-person singular present indicative of fi
5750	viclean	adj	cunning, sly, crafty, villainous
5751	secundar	adj	secondary
5752	benzinărie	noun	gas station
5753	acuză	noun	accuse
5754	saltea	noun	mattress
5755	idol	noun	idol; pagan divinity
5756	captura	verb	to capture
5757	desemnat	adj	designated
5758	admira	verb	to admire
5759	șefule	noun	vocative singular of șef
5760	păcatul	noun	definite nominative/accusative singular of păcat
5761	curier	noun	courier; carrier
5762	rod	noun	fruit; fruit (advantageous result)
5763	bon	noun	voucher, ticket, coupon
5764	menajeră	noun	maid; housewife
5765	mărunt	adj	very small, tiny, trifling, petty
5766	reprezentant	noun	representative
5767	găti	verb	to cook; to dress up, get ready, adorn oneself
5768	mesager	noun	messenger, herald
5769	fantezii	noun	plural of fantezie
5770	începător	adj	beginning
5771	lacom	adj	avid, greedy, gluttonous, ravenous, covetous
5772	recolta	verb	to harvest
5773	aplica	verb	to apply
5774	magazie	noun	storeroom
5775	plat	adj	flat, level, even
5776	cărat	noun	carried
5777	raft	noun	shelf
5778	cărbune	noun	coal (rock); coal (smouldering material)
5779	lat	adj	wide, broad
5780	imperial	adj	imperial
5781	stadiu	noun	stage
5782	oprită	adj	feminine singular of oprit
5783	ulterior	adj	later, subsequent
5784	capacitate	noun	capacity
5785	grijuliu	adj	careful, cautious, prudent
5786	ponei	noun	pony
5787	pocnit	noun	a snap
5788	înfrânt	adj	defeated
5789	bandit	noun	bandit
5790	bronz	noun	bronze
5791	beta	noun	beta (Greek letter)
5792	zgâriat	adj	scratched
5793	utila	adj	definite nominative/accusative feminine singular of util
5794	birourile	noun	definite nominative/accusative plural of birou
5795	radem	verb	first-person plural present indicative/subjunctive of rade
5796	reabilitare	noun	rehabilitation
5797	nunti	verb	to organize a wedding, to marry
5798	frumosul	adj	definite nominative/accusative masculine/neuter singular of frumos
5799	aprobare	noun	approval
5800	hotărî	verb	to decide, to determine
5801	lamă	noun	blade
5802	criminale	noun	indefinite nominative/accusative/genitive/dative plural
5803	înfipt	verb	past participle of înfige
5804	fructele	noun	definite nominative/accusative plural of fruct
5805	sector	noun	sector
5806	accesa	verb	to access
5807	zac	verb	first-person singular present indicative/subjunctive
5808	stilou	noun	pen
5809	nesigur	adj	unsure, uncertain
5810	seri	noun	plural; genitive/dative singular
5811	ceara	noun	definite nominative/accusative singular of ceară
5812	ude	verb	third-person singular/plural present subjunctive of uda
5813	brandy	noun	brandy
5814	situație	noun	situation; wealth
5815	dezbatere	noun	debate
5816	pensionat	adj	retired
5817	conversație	noun	conversation, chat, discourse
5818	răzbun	noun	peace, quietness
5819	niciunde	adv	nowhere
5820	relaxare	noun	relaxation
5821	scule	noun	plural of sculă
5822	cumpărător	noun	buyer
5823	iepuri	noun	plural of iepure
5824	pastor	noun	pastor, priest
5825	normă	noun	norm
5826	pluta	noun	definite nominative/accusative singular of plută
5827	egala	verb	to equal
5828	satelitul	noun	definite nominative/accusative singular of satelit
5829	visurile	noun	definite nominative/accusative plural of vis
5830	irosi	verb	to waste, to squander
5831	fatală	adj	indefinite nominative/accusative feminine singular of fatal
5832	pasager	noun	passenger
5833	caraghios	adj	funny, silly
5834	pijamale	noun	plural of pijama
5835	confundat	adj	mistaken with something else
5836	rareori	adv	rarely, seldom
5837	alvin	adj	alvine
5838	portocaliu	adj	orange
5839	leah	noun	Pole (an old ethnonym, also used as a surname)
5840	oprește	verb	third-person singular present indicative
5841	solară	adj	indefinite feminine nominative/accusative singular of solar
5842	vulturul	noun	definite nominative/accusative singular of vultur
5843	gelozie	noun	jealousy (jealous attitude, e.g. fear of infidelity)
5844	apăs	noun	oppression
5845	centură	noun	belt, girdle
5846	spargă	noun	asparagus
5847	încasat	noun	cashing
5848	fiice	noun	plural of fiică
5849	repete	verb	third-person singular/plural present subjunctive of repeta
5850	cuprins	verb	past participle of cuprinde
5851	versurile	noun	definite nominative/accusative plural of vers
5852	trotuar	noun	sidewalk (US), pavement (UK)
5853	amant	noun	lover
5854	doisprezece	num	twelve
5855	tataie	noun	term used to address a grandfather (from either side)
5856	naștere	noun	birth
5857	patruzeci	num	forty
5858	abuzat	noun	abusing
5859	afirmativ	adj	affirmative
5860	sovietică	adj	nominative/accusative feminine singular of sovietic
5861	navetă	noun	shuttle; commuting
5862	fân	noun	hay
5863	atotputernic	adj	almighty
5864	palm	noun	palm tree
5865	omorit	adj	killed
5866	înota	verb	to swim
5867	fractură	noun	fracture (breaking of a bone or cartillage)
5868	cd	noun	CD, compact disc
5869	cerebrală	adj	indefinite feminine nominative/accusative singular of cerebral
5870	împing	verb	first-person singular present indicative/subjunctive
5871	obsesie	noun	obsession
5872	răspundere	noun	liability
5873	umilitor	adj	humiliating
5874	aprovizionare	noun	supply
5875	invadat	adj	invaded
5876	exemplar	noun	copy
5877	look	noun	look
5878	comandam	verb	first-person singular/plural imperfect indicative of comanda
5879	triste	adj	nominative/accusative feminine/neuter plural of trist
5880	factor	noun	factor; postal worker, postman, mailman
5881	aromă	noun	aroma
5882	adunătură	noun	mixture, medley
5883	personaje	noun	plural of personaj
5884	telecomanda	verb	to control remotely
5885	scandalos	adj	scandalous
5886	corn	noun	horn
5887	design	noun	design
5888	dracul	noun	definite nominative/accusative singular of drac
5889	lucia	name	a female given name, equivalent to English Lucy
5890	stelelor	noun	definite genitive/dative/vocative plural of stea
5891	satan	noun	devil, Satan; evil man
5892	pricina	noun	definite nominative/accusative singular of pricină
5893	postal	adj	postal
5894	complot	noun	complot, conspiracy
5895	chineză	adj	nominative/accusative feminine singular of chinez
5896	ancora	verb	to anchor
5897	gat	noun	dam
5898	adversar	noun	adversary, opponent
5899	semnificativ	adj	significant
5900	perimetru	noun	perimeter
5901	colegă	noun	female equivalent of coleg
5902	umblu	verb	first-person singular present indicative/subjunctive of umbla
5903	urina	verb	to urinate
5904	înregistra	verb	to register; to record
5905	titan	noun	titanium (chemical element)
5906	bai	noun	trouble
5907	calendar	noun	calendar; almanac
5908	mâncam	verb	first-person singular/plural imperfect indicative of mânca
5909	stick	noun	stick-shaped object
5910	vomita	verb	to vomit
5911	sonda	verb	to probe
5912	sugar	adj	suckling
5913	formele	noun	definite nominative/accusative plural of formă
5914	adaptat	adj	adapted
