word,definition,definition_ru,definition_ar,definition_es,definition_pt,reading,pos,level,level_source,frequency_rank,alternatives,root,form,gender,aspect,aspect_partner,acc,gen,prep,dat,inst
하루 종일,all day long,,,,,haru jong-il,adv,A2,,,,,,,,,,,,,
예전,"the old days, the past",,,,,yejeon,noun,A2,,,,,,,,,,,,,
관심이 있다,to be interested in,,,,,gwansimi itda,verb,A2,,,,,,,,,,,,,
이때,"at this moment, at this time",,,,,ittae,adv,A2,,,,,,,,,,,,,
아무 데서나,"anywhere (at any place, where an action happens)",,,,,amu deseona,adv,A2,,,,,,,,,,,,,
전혀,"not at all, never (in negative sentences)",,,,,jeonhyeo,adv,B1,,,,,,,,,,,,,
금요일,Friday,,,,,geumyoil,noun,A1,,,,,,,,,,,,,
버스,bus,,,,,beoseu,noun,A1,,,,,,,,,,,,,
두다,"to put, to place",,,,,duda,verb,A2,,,,두,,,,,,,,,
수영,swimming,,,,,suyeong,noun,A1,,,,,,,,,,,,,
저녁식사,dinner,,,,,jeonyeoksiksa,noun,A2,,,,,,,,,,,,,
얼마나 자주,how often,,,,,eolmana jaju,adv,A2,,,,,,,,,,,,,
